nama_variabel,nama_tahun,nama_wilayah,data_content
Index Keparahan Kemiskinan,2017,Kaimana,0.48
Index Keparahan Kemiskinan,2017,Teluk Wondama,3.91
Index Keparahan Kemiskinan,2017,Teluk Bintuni,7.36
Index Keparahan Kemiskinan,2017,Manokwari,1.84
Index Keparahan Kemiskinan,2017,Sorong Selatan,1.56
Index Keparahan Kemiskinan,2017,Sorong,5.8
Index Keparahan Kemiskinan,2017,Raja Ampat,0.9
Index Keparahan Kemiskinan,2017,Tambrauw,1.61
Index Keparahan Kemiskinan,2017,Maybrat,2.25
Index Keparahan Kemiskinan,2017,Manokwari Selatan,4.06
Index Keparahan Kemiskinan,2017,Pegunungan Arfak,2.33
Index Keparahan Kemiskinan,2017,Kota Sorong,0.95
Index Keparahan Kemiskinan,2017,PAPUA,2.82
Index Keparahan Kemiskinan,2017,Merauke,0.55
Index Keparahan Kemiskinan,2017,Jayawijaya,6.81
Index Keparahan Kemiskinan,2017,Jayapura,0.69
Index Keparahan Kemiskinan,2017,Nabire,5.57
Index Keparahan Kemiskinan,2017,Kepulauan Yapen,1.95
Index Keparahan Kemiskinan,2017,Biak Numfor,2.25
Index Keparahan Kemiskinan,2017,Paniai,3.41
Index Keparahan Kemiskinan,2017,Puncak Jaya,2.07
Index Keparahan Kemiskinan,2017,Mimika,2.36
Index Keparahan Kemiskinan,2017,Boven Digoel,0.93
Index Keparahan Kemiskinan,2017,Mappi,0.93
Index Keparahan Kemiskinan,2017,Asmat,0.84
Index Keparahan Kemiskinan,2017,Yahukimo,3.12
Index Keparahan Kemiskinan,2017,Pegunungan Bintang,2.89
Index Keparahan Kemiskinan,2017,Tolikara,1.05
Index Keparahan Kemiskinan,2017,Sarmi,0.92
Index Keparahan Kemiskinan,2017,Keerom,1.61
Index Keparahan Kemiskinan,2017,Waropen,6.03
Index Keparahan Kemiskinan,2017,Supiori,3.08
Index Keparahan Kemiskinan,2017,Mamberamo Raya,0.28
Index Keparahan Kemiskinan,2017,Nduga *,2.3
Index Keparahan Kemiskinan,2017,Lanny Jaya,4.93
Index Keparahan Kemiskinan,2017,Mamberamo Tengah,1.96
Index Keparahan Kemiskinan,2017,Yalimo,4.55
Index Keparahan Kemiskinan,2017,Puncak,3.28
Index Keparahan Kemiskinan,2017,Dogiyai,1.22
Index Keparahan Kemiskinan,2017,Intan Jaya,5.58
Index Keparahan Kemiskinan,2017,Deiyai,4.33
Index Keparahan Kemiskinan,2017,Kota Jayapura,1.25
Index Keparahan Kemiskinan,2016,ACEH,1
Index Keparahan Kemiskinan,2016,Simeulue,0.97
Index Keparahan Kemiskinan,2016,Aceh Singkil,1.33
Index Keparahan Kemiskinan,2016,Aceh Selatan,0.35
Index Keparahan Kemiskinan,2016,Aceh Tenggara,0.62
Index Keparahan Kemiskinan,2016,Aceh Timur,0.53
Index Keparahan Kemiskinan,2016,Aceh Tengah,0.67
Index Keparahan Kemiskinan,2016,Aceh Barat,1.61
Index Keparahan Kemiskinan,2016,Aceh Besar,0.72
Index Keparahan Kemiskinan,2016,Pidie,1.54
Index Keparahan Kemiskinan,2016,Bireuen,0.84
Index Keparahan Kemiskinan,2016,Aceh Utara,0.66
Index Keparahan Kemiskinan,2016,Aceh Barat Daya,1.05
Index Keparahan Kemiskinan,2016,Gayo Lues,1.45
Index Keparahan Kemiskinan,2016,Aceh Tamiang,0.45
Index Keparahan Kemiskinan,2016,Nagan Raya,0.86
Index Keparahan Kemiskinan,2016,Aceh Jaya,0.87
Index Keparahan Kemiskinan,2016,Bener Meriah,0.85
Index Keparahan Kemiskinan,2016,Pidie Jaya,0.78
Index Keparahan Kemiskinan,2016,Kota Banda Aceh,0.56
Index Keparahan Kemiskinan,2016,Kota Sabang,0.88
Index Keparahan Kemiskinan,2016,Kota Langsa,0.55
Index Keparahan Kemiskinan,2016,Kota Lhokseumawe,0.59
Index Keparahan Kemiskinan,2016,Kota Subulussalam,0.98
Index Keparahan Kemiskinan,2016,SUMATERA UTARA,0.49
Index Keparahan Kemiskinan,2016,Nias,0.52
Index Keparahan Kemiskinan,2016,Mandailing Natal,0.3
Index Keparahan Kemiskinan,2016,Tapanuli Selatan,0.19
Index Keparahan Kemiskinan,2016,Tapanuli Tengah,0.21
Index Keparahan Kemiskinan,2016,Tapanuli Utara,0.36
Index Keparahan Kemiskinan,2016,Toba Samosir,0.24
Index Keparahan Kemiskinan,2016,Labuhan Batu,0.17
Index Keparahan Kemiskinan,2016,Asahan,0.51
Index Keparahan Kemiskinan,2016,Simalungun,0.4
Index Keparahan Kemiskinan,2016,Dairi,0.18
Index Keparahan Kemiskinan,2016,Karo,0.33
Index Keparahan Kemiskinan,2016,Deli Serdang,0.1
Index Keparahan Kemiskinan,2016,Langkat,0.41
Index Keparahan Kemiskinan,2016,Nias Selatan,0.84
Index Keparahan Kemiskinan,2016,Humbang Hasundutan,0.43
Index Keparahan Kemiskinan,2016,Pakpak Bharat,0.32
Index Keparahan Kemiskinan,2016,Samosir,0.44
Index Keparahan Kemiskinan,2016,Serdang Bedagai,0.41
Index Keparahan Kemiskinan,2016,Batu Bara,0.43
Index Keparahan Kemiskinan,2016,Padang Lawas Utara,0.37
Index Keparahan Kemiskinan,2016,Padang Lawas,0.3
Index Keparahan Kemiskinan,2016,Labuhan Batu Selatan,0.39
Index Keparahan Kemiskinan,2016,Labuhan Batu Utara,0.18
Index Keparahan Kemiskinan,2016,Nias Utara,1.79
Index Keparahan Kemiskinan,2016,Nias Barat,1.9
Index Keparahan Kemiskinan,2016,Kota Sibolga,0.83
Index Keparahan Kemiskinan,2016,Kota Tanjung Balai,0.99
Index Keparahan Kemiskinan,2016,Kota Pematang Siantar,0.3
Index Keparahan Kemiskinan,2016,Kota Tebing Tinggi,0.5
Index Keparahan Kemiskinan,2016,Kota Medan,0.43
Index Keparahan Kemiskinan,2016,Kota Binjai,0.45
Index Keparahan Kemiskinan,2016,Kota Padangsidimpuan,0.21
Index Keparahan Kemiskinan,2016,Kota Gunungsitoli,1.14
Index Keparahan Kemiskinan,2016,SUMATERA BARAT,0.24
Index Keparahan Kemiskinan,2016,Kepulauan Mentawai,0.6
Index Keparahan Kemiskinan,2016,Pesisir Selatan,0.27
Index Keparahan Kemiskinan,2016,Solok,0.25
Index Keparahan Kemiskinan,2016,Sijunjung,0.28
Index Keparahan Kemiskinan,2016,Tanah Datar,0.15
Index Keparahan Kemiskinan,2016,Padang Pariaman,0.38
Index Keparahan Kemiskinan,2016,Agam,0.19
Index Keparahan Kemiskinan,2016,Lima Puluh Kota,0.21
Index Keparahan Kemiskinan,2016,Pasaman,0.05
Index Keparahan Kemiskinan,2016,Solok Selatan,0.31
Index Keparahan Kemiskinan,2016,Dharmasraya,0.3
Index Keparahan Kemiskinan,2016,Pasaman Barat,0.23
Index Keparahan Kemiskinan,2016,Kota Padang,0.11
Index Keparahan Kemiskinan,2016,Kota Solok,0.01
Index Keparahan Kemiskinan,2016,Kota Sawah Lunto,0.01
Index Keparahan Kemiskinan,2016,Kota Padang Panjang,0.11
Index Keparahan Kemiskinan,2016,Kota Bukittinggi,0.3
Index Keparahan Kemiskinan,2016,Kota Payakumbuh,0.19
Index Keparahan Kemiskinan,2016,Kota Pariaman,0.22
Index Keparahan Kemiskinan,2016,RIAU,0.34
Index Keparahan Kemiskinan,2016,Kuantan Singingi,0.33
Index Keparahan Kemiskinan,2016,Indragiri Hulu,0.17
Index Keparahan Kemiskinan,2016,Indragiri Hilir,0.25
Index Keparahan Kemiskinan,2016,Pelalawan,0.47
Index Keparahan Kemiskinan,2016,Siak,0.11
Index Keparahan Kemiskinan,2016,Kampar,0.29
Index Keparahan Kemiskinan,2016,Rokan Hulu,0.34
Index Keparahan Kemiskinan,2016,Bengkalis,0.43
Index Keparahan Kemiskinan,2016,Rokan Hilir,0.12
Index Keparahan Kemiskinan,2016,Kepulauan Meranti,2.42
Index Keparahan Kemiskinan,2016,Kota Pekanbaru,0.08
Index Keparahan Kemiskinan,2016,Kota Dumai,0.13
Index Keparahan Kemiskinan,2016,JAMBI,0.37
Index Keparahan Kemiskinan,2016,Kerinci,0.2
Index Keparahan Kemiskinan,2016,Merangin,0.49
Index Keparahan Kemiskinan,2016,Sarolangun,0.29
Index Keparahan Kemiskinan,2016,Batang Hari,0.23
Index Keparahan Kemiskinan,2016,Muaro Jambi,0.08
Index Keparahan Kemiskinan,2016,Tanjung Jabung Timur,0.56
Index Keparahan Kemiskinan,2016,Tanjung Jabung Barat,0.36
Index Keparahan Kemiskinan,2016,Tebo,0.23
Index Keparahan Kemiskinan,2016,Bungo,0.22
Index Keparahan Kemiskinan,2016,Kota Jambi,0.43
Index Keparahan Kemiskinan,2016,Kota Sungai Penuh,0.04
Index Keparahan Kemiskinan,2016,SUMATERA SELATAN,0.42
Index Keparahan Kemiskinan,2016,Ogan Komering Ulu,0.29
Index Keparahan Kemiskinan,2016,Ogan Komering Ilir,0.7
Index Keparahan Kemiskinan,2016,Muara Enim,0.52
Index Keparahan Kemiskinan,2016,Lahat,0.62
Index Keparahan Kemiskinan,2016,Musi Rawas,0.42
Index Keparahan Kemiskinan,2016,Musi Banyuasin,0.54
Index Keparahan Kemiskinan,2016,Banyu Asin,0.29
Index Keparahan Kemiskinan,2016,Ogan Komering Ulu Selatan,0.11
Index Keparahan Kemiskinan,2016,Ogan Komering Ulu Timur,0.34
Index Keparahan Kemiskinan,2016,Ogan Ilir,0.4
Index Keparahan Kemiskinan,2016,Empat Lawang,0.22
Index Keparahan Kemiskinan,2016,Penukal Abab Lematang Ilir,0.35
Index Keparahan Kemiskinan,2016,Musi Rawas Utara,0.72
Index Keparahan Kemiskinan,2016,Kota Palembang,0.53
Index Keparahan Kemiskinan,2016,Kota Prabumulih,0.23
Index Keparahan Kemiskinan,2016,Kota Pagar Alam,0.15
Index Keparahan Kemiskinan,2016,Kota Lubuklinggau,0.55
Index Keparahan Kemiskinan,2016,BENGKULU,0.77
Index Keparahan Kemiskinan,2016,Bengkulu Selatan,1.3
Index Keparahan Kemiskinan,2016,Rejang Lebong,0.91
Index Keparahan Kemiskinan,2016,Bengkulu Utara,0.2
Index Keparahan Kemiskinan,2016,Kaur,0.75
Index Keparahan Kemiskinan,2016,Seluma,1.09
Index Keparahan Kemiskinan,2016,Mukomuko,0.42
Index Keparahan Kemiskinan,2016,Lebong,0.55
Index Keparahan Kemiskinan,2016,Kepahiang,0.3
Index Keparahan Kemiskinan,2016,Bengkulu Tengah,0.09
Index Keparahan Kemiskinan,2016,Kota Bengkulu,1.22
Index Keparahan Kemiskinan,2016,LAMPUNG,0.7
Index Keparahan Kemiskinan,2016,Lampung Barat,0.78
Index Keparahan Kemiskinan,2016,Tanggamus,0.43
Index Keparahan Kemiskinan,2016,Lampung Selatan,0.64
Index Keparahan Kemiskinan,2016,Lampung Timur,0.86
Index Keparahan Kemiskinan,2016,Lampung Tengah,0.58
Index Keparahan Kemiskinan,2016,Lampung Utara,1.37
Index Keparahan Kemiskinan,2016,Way Kanan,0.7
Index Keparahan Kemiskinan,2016,Tulangbawang,0.59
Index Keparahan Kemiskinan,2016,Pesawaran,0.74
Index Keparahan Kemiskinan,2016,Pringsewu,0.42
Index Keparahan Kemiskinan,2016,Mesuji,0.37
Index Keparahan Kemiskinan,2016,Tulang Bawang Barat,0.26
Index Keparahan Kemiskinan,2016,Pesisir Barat,0.72
Index Keparahan Kemiskinan,2016,Kota Bandar Lampung,0.47
Index Keparahan Kemiskinan,2016,Kota Metro,0.54
Index Keparahan Kemiskinan,2016,KEP. BANGKA BELITUNG,0.15
Index Keparahan Kemiskinan,2016,Bangka,0.16
Index Keparahan Kemiskinan,2016,Belitung,0.15
Index Keparahan Kemiskinan,2016,Bangka Barat,0.07
Index Keparahan Kemiskinan,2016,Bangka Tengah,0.1
Index Keparahan Kemiskinan,2016,Bangka Selatan,0.11
Index Keparahan Kemiskinan,2016,Belitung Timur,0.22
Index Keparahan Kemiskinan,2016,Kota Pangkal Pinang,0.16
Index Keparahan Kemiskinan,2016,KEPULAUAN RIAU,0.2
Index Keparahan Kemiskinan,2016,Karimun,0.22
Index Keparahan Kemiskinan,2016,Bintan,0.12
Index Keparahan Kemiskinan,2016,Natuna,0.02
Index Keparahan Kemiskinan,2016,Lingga,0.44
Index Keparahan Kemiskinan,2016,Kepulauan Anambas,0.08
Index Keparahan Kemiskinan,2016,Kota Batam,0.1
Index Keparahan Kemiskinan,2016,Kota Tanjung Pinang,0.29
Index Keparahan Kemiskinan,2016,DKI JAKARTA,0.08
Index Keparahan Kemiskinan,2016,Kepulauan Seribu,0.09
Index Keparahan Kemiskinan,2016,Kota Jakarta Selatan,0.04
Index Keparahan Kemiskinan,2016,Kota Jakarta Timur,0.04
Index Keparahan Kemiskinan,2016,Kota Jakarta Pusat,0.04
Index Keparahan Kemiskinan,2016,Kota Jakarta Barat,0.1
Index Keparahan Kemiskinan,2016,Kota Jakarta Utara,0.17
Index Keparahan Kemiskinan,2016,JAWA BARAT,0.37
Index Keparahan Kemiskinan,2016,Bogor,0.28
Index Keparahan Kemiskinan,2016,Sukabumi,0.3
Index Keparahan Kemiskinan,2016,Cianjur,0.49
Index Keparahan Kemiskinan,2016,Bandung,0.18
Index Keparahan Kemiskinan,2016,Garut,0.39
Index Keparahan Kemiskinan,2016,Tasikmalaya,0.42
Index Keparahan Kemiskinan,2016,Ciamis,0.27
Index Keparahan Kemiskinan,2016,Kuningan,0.59
Index Keparahan Kemiskinan,2016,Cirebon,0.5
Index Keparahan Kemiskinan,2016,Majalengka,0.52
Index Keparahan Kemiskinan,2016,Sumedang,0.35
Index Keparahan Kemiskinan,2016,Indramayu,0.37
Index Keparahan Kemiskinan,2016,Subang,0.47
Index Keparahan Kemiskinan,2016,Purwakarta,0.32
Index Keparahan Kemiskinan,2016,Karawang,0.53
Index Keparahan Kemiskinan,2016,Bekasi,0.23
Index Keparahan Kemiskinan,2016,Bandung Barat,0.51
Index Keparahan Kemiskinan,2016,Pangandaran,0.41
Index Keparahan Kemiskinan,2016,Kota Bogor,0.26
Index Keparahan Kemiskinan,2016,Kota Sukabumi,0.38
Index Keparahan Kemiskinan,2016,Kota Bandung,0.12
Index Keparahan Kemiskinan,2016,Kota Cirebon,0.49
Index Keparahan Kemiskinan,2016,Kota Bekasi,0.15
Index Keparahan Kemiskinan,2016,Kota Depok,0.06
Index Keparahan Kemiskinan,2016,Kota Cimahi,0.14
Index Keparahan Kemiskinan,2016,Kota Tasikmalaya,0.57
Index Keparahan Kemiskinan,2016,Kota Banjar,0.14
Index Keparahan Kemiskinan,2016,JAWA TENGAH,0.63
Index Keparahan Kemiskinan,2016,Cilacap,0.7
Index Keparahan Kemiskinan,2016,Banyumas,0.85
Index Keparahan Kemiskinan,2016,Purbalingga,1.2
Index Keparahan Kemiskinan,2016,Banjarnegara,0.8
Index Keparahan Kemiskinan,2016,Kebumen,1.11
Index Keparahan Kemiskinan,2016,Purworejo,0.76
Index Keparahan Kemiskinan,2016,Wonosobo,1.11
Index Keparahan Kemiskinan,2016,Magelang,0.44
Index Keparahan Kemiskinan,2016,Boyolali,0.81
Index Keparahan Kemiskinan,2016,Klaten,0.71
Index Keparahan Kemiskinan,2016,Sukoharjo,0.29
Index Keparahan Kemiskinan,2016,Wonogiri,0.38
Index Keparahan Kemiskinan,2016,Karanganyar,0.51
Index Keparahan Kemiskinan,2016,Sragen,0.99
Index Keparahan Kemiskinan,2016,Grobogan,0.38
Index Keparahan Kemiskinan,2016,Blora,0.54
Index Keparahan Kemiskinan,2016,Rembang,0.85
Index Keparahan Kemiskinan,2016,Pati,0.49
Index Keparahan Kemiskinan,2016,Kudus,0.21
Index Keparahan Kemiskinan,2016,Jepara,0.1
Index Keparahan Kemiskinan,2016,Demak,0.56
Index Keparahan Kemiskinan,2016,Semarang,0.45
Index Keparahan Kemiskinan,2016,Temanggung,0.39
Index Keparahan Kemiskinan,2016,Kendal,0.61
Index Keparahan Kemiskinan,2016,Batang,0.39
Index Keparahan Kemiskinan,2016,Pekalongan,0.49
Index Keparahan Kemiskinan,2016,Pemalang,0.8
Index Keparahan Kemiskinan,2016,Tegal,0.21
Index Keparahan Kemiskinan,2016,Brebes,1.16
Index Keparahan Kemiskinan,2016,Kota Magelang,0.23
Index Keparahan Kemiskinan,2016,Kota Surakarta,0.35
Index Keparahan Kemiskinan,2016,Kota Salatiga,0.11
Index Keparahan Kemiskinan,2016,Kota Semarang,0.18
Index Keparahan Kemiskinan,2016,Kota Pekalongan,0.13
Index Keparahan Kemiskinan,2016,Kota Tegal,0.21
Index Keparahan Kemiskinan,2016,D I YOGYAKARTA,0.59
Index Keparahan Kemiskinan,2016,Kulon Progo,1
Index Keparahan Kemiskinan,2016,Bantul,0.41
Index Keparahan Kemiskinan,2016,Gunung Kidul,1.3
Index Keparahan Kemiskinan,2016,Sleman,0.34
Index Keparahan Kemiskinan,2016,Kota Yogyakarta,0.19
Index Keparahan Kemiskinan,2016,JAWA TIMUR,0.47
Index Keparahan Kemiskinan,2016,Pacitan,0.79
Index Keparahan Kemiskinan,2016,Ponorogo,0.28
Index Keparahan Kemiskinan,2016,Trenggalek,0.37
Index Keparahan Kemiskinan,2016,Tulungagung,0.18
Index Keparahan Kemiskinan,2016,Blitar,0.35
Index Keparahan Kemiskinan,2016,Kediri,0.37
Index Keparahan Kemiskinan,2016,Malang,0.33
Index Keparahan Kemiskinan,2016,Lumajang,0.35
Index Keparahan Kemiskinan,2016,Jember,0.29
Index Keparahan Kemiskinan,2016,Banyuwangi,0.34
Index Keparahan Kemiskinan,2016,Bondowoso,0.64
Index Keparahan Kemiskinan,2016,Situbondo,0.39
Index Keparahan Kemiskinan,2016,Probolinggo,0.8
Index Keparahan Kemiskinan,2016,Pasuruan,0.33
Index Keparahan Kemiskinan,2016,Sidoarjo,0.23
Index Keparahan Kemiskinan,2016,Mojokerto,0.35
Index Keparahan Kemiskinan,2016,Jombang,0.25
Index Keparahan Kemiskinan,2016,Nganjuk,0.36
Index Keparahan Kemiskinan,2016,Madiun,0.56
Index Keparahan Kemiskinan,2016,Magetan,0.26
Index Keparahan Kemiskinan,2016,Ngawi,0.52
Index Keparahan Kemiskinan,2016,Bojonegoro,0.54
Index Keparahan Kemiskinan,2016,Tuban,0.82
Index Keparahan Kemiskinan,2016,Lamongan,0.66
Index Keparahan Kemiskinan,2016,Gresik,0.56
Index Keparahan Kemiskinan,2016,Bangkalan,1.13
Index Keparahan Kemiskinan,2016,Sampang,1.05
Index Keparahan Kemiskinan,2016,Pamekasan,0.54
Index Keparahan Kemiskinan,2016,Sumenep,0.75
Index Keparahan Kemiskinan,2016,Kota Kediri,0.2
Index Keparahan Kemiskinan,2016,Kota Blitar,0.2
Index Keparahan Kemiskinan,2016,Kota Malang,0.09
Index Keparahan Kemiskinan,2016,Kota Probolinggo,0.2
Index Keparahan Kemiskinan,2016,Kota Pasuruan,0.32
Index Keparahan Kemiskinan,2016,Kota Mojokerto,0.13
Index Keparahan Kemiskinan,2016,Kota Madiun,0.26
Index Keparahan Kemiskinan,2016,Kota Surabaya,0.25
Index Keparahan Kemiskinan,2016,Kota Batu,0.11
Index Keparahan Kemiskinan,2016,BANTEN,0.17
Index Keparahan Kemiskinan,2016,Pandeglang,0.24
Index Keparahan Kemiskinan,2016,Lebak,0.21
Index Keparahan Kemiskinan,2016,Tangerang,0.18
Index Keparahan Kemiskinan,2016,Serang,0.05
Index Keparahan Kemiskinan,2016,Kota Tangerang,0.1
Index Keparahan Kemiskinan,2016,Kota Cilegon,0.13
Index Keparahan Kemiskinan,2016,Kota Serang,0.11
Index Keparahan Kemiskinan,2016,Kota Tangerang Selatan,0.08
Index Keparahan Kemiskinan,2016,BALI,0.09
Index Keparahan Kemiskinan,2016,Jembrana,0.08
Index Keparahan Kemiskinan,2016,Tabanan,0.12
Index Keparahan Kemiskinan,2016,Badung,0.05
Index Keparahan Kemiskinan,2016,Gianyar,0.07
Index Keparahan Kemiskinan,2016,Klungkung,0.13
Index Keparahan Kemiskinan,2016,Bangli,0.12
Index Keparahan Kemiskinan,2016,Karang Asem,0.09
Index Keparahan Kemiskinan,2016,Buleleng,0.15
Index Keparahan Kemiskinan,2016,Kota Denpasar,0.03
Index Keparahan Kemiskinan,2016,NUSA TENGGARA BARAT,0.77
Index Keparahan Kemiskinan,2016,Lombok Barat,0.89
Index Keparahan Kemiskinan,2016,Lombok Tengah,0.64
Index Keparahan Kemiskinan,2016,Lombok Timur,0.68
Index Keparahan Kemiskinan,2016,Sumbawa,0.84
Index Keparahan Kemiskinan,2016,Dompu,0.3
Index Keparahan Kemiskinan,2016,Bima,0.52
Index Keparahan Kemiskinan,2016,Sumbawa Barat,1.7
Index Keparahan Kemiskinan,2016,Lombok Utara,2.22
Index Keparahan Kemiskinan,2016,Kota Mataram,0.43
Index Keparahan Kemiskinan,2016,Kota Bima,0.65
Index Keparahan Kemiskinan,2016,NUSA TENGGARA TIMUR,1.29
Index Keparahan Kemiskinan,2016,Sumba Barat,1.73
Index Keparahan Kemiskinan,2016,Sumba Timur,2.18
Index Keparahan Kemiskinan,2016,Kupang,0.8
Index Keparahan Kemiskinan,2016,Timor Tengah Selatan,1.4
Index Keparahan Kemiskinan,2016,Timor Tengah Utara,0.95
Index Keparahan Kemiskinan,2016,Belu,0.81
Index Keparahan Kemiskinan,2016,Alor,0.52
Index Keparahan Kemiskinan,2016,Lembata,2.26
Index Keparahan Kemiskinan,2016,Flores Timur,0.12
Index Keparahan Kemiskinan,2016,Sikka,0.32
Index Keparahan Kemiskinan,2016,Ende,1.64
Index Keparahan Kemiskinan,2016,Ngada,0.46
Index Keparahan Kemiskinan,2016,Manggarai,1.32
Index Keparahan Kemiskinan,2016,Rote Ndao,2.72
Index Keparahan Kemiskinan,2016,Manggarai Barat,0.85
Index Keparahan Kemiskinan,2016,Sumba Tengah,1.84
Index Keparahan Kemiskinan,2016,Sumba Barat Daya,1.22
Index Keparahan Kemiskinan,2016,Nagekeo,0.42
Index Keparahan Kemiskinan,2016,Manggarai Timur,1.35
Index Keparahan Kemiskinan,2016,Sabu Raijua,1.33
Index Keparahan Kemiskinan,2016,Malaka,0.87
Index Keparahan Kemiskinan,2016,Kota Kupang,0.3
Index Keparahan Kemiskinan,2016,KALIMANTAN BARAT,0.31
Index Keparahan Kemiskinan,2016,Sambas,0.3
Index Keparahan Kemiskinan,2016,Bengkayang,0.28
Index Keparahan Kemiskinan,2016,Landak,0.35
Index Keparahan Kemiskinan,2016,Pontianak,0.07
Index Keparahan Kemiskinan,2016,Sanggau,0.16
Index Keparahan Kemiskinan,2016,Ketapang,0.5
Index Keparahan Kemiskinan,2016,Sintang,0.26
Index Keparahan Kemiskinan,2016,Kapuas Hulu,0.34
Index Keparahan Kemiskinan,2016,Sekadau,0.22
Index Keparahan Kemiskinan,2016,Melawi,0.57
Index Keparahan Kemiskinan,2016,Kayong Utara,0.45
Index Keparahan Kemiskinan,2016,Kubu Raya,0.17
Index Keparahan Kemiskinan,2016,Kota Pontianak,0.16
Index Keparahan Kemiskinan,2016,Kota Singkawang,0.14
Index Keparahan Kemiskinan,2016,KALIMANTAN TENGAH,0.2
Index Keparahan Kemiskinan,2016,Kotawaringin Barat,0.16
Index Keparahan Kemiskinan,2016,Kotawaringin Timur,0.18
Index Keparahan Kemiskinan,2016,Kapuas,0.1
Index Keparahan Kemiskinan,2016,Barito Selatan,0.09
Index Keparahan Kemiskinan,2016,Barito Utara,0.15
Index Keparahan Kemiskinan,2016,Sukamara,0.19
Index Keparahan Kemiskinan,2016,Lamandau,0.21
Index Keparahan Kemiskinan,2016,Seruyan,0.33
Index Keparahan Kemiskinan,2016,Katingan,0.19
Index Keparahan Kemiskinan,2016,Pulang Pisau,0.14
Index Keparahan Kemiskinan,2016,Gunung Mas,0.13
Index Keparahan Kemiskinan,2016,Barito Timur,0.34
Index Keparahan Kemiskinan,2016,Murung Raya,0.23
Index Keparahan Kemiskinan,2016,Kota Palangka Raya,0.06
Index Keparahan Kemiskinan,2016,KALIMANTAN SELATAN,0.16
Index Keparahan Kemiskinan,2016,Tanah Laut,0.16
Index Keparahan Kemiskinan,2016,Kota Baru,0.11
Index Keparahan Kemiskinan,2016,Banjar,0.07
Index Keparahan Kemiskinan,2016,Barito Kuala,0.1
Index Keparahan Kemiskinan,2016,Tapin,0.03
Index Keparahan Kemiskinan,2016,Hulu Sungai Selatan,0.21
Index Keparahan Kemiskinan,2016,Hulu Sungai Tengah,0.1
Index Keparahan Kemiskinan,2016,Hulu Sungai Utara,0.17
Index Keparahan Kemiskinan,2016,Tabalong,0.24
Index Keparahan Kemiskinan,2016,Tanah Bumbu,0.31
Index Keparahan Kemiskinan,2016,Balangan,0.18
Index Keparahan Kemiskinan,2016,Kota Banjarmasin,0.13
Index Keparahan Kemiskinan,2016,Kota Banjar Baru,0.15
Index Keparahan Kemiskinan,2016,KALIMANTAN TIMUR,0.28
Index Keparahan Kemiskinan,2016,Paser,0.43
Index Keparahan Kemiskinan,2016,Kutai Barat,0.37
Index Keparahan Kemiskinan,2016,Kutai Kartanegara,0.28
Index Keparahan Kemiskinan,2016,Kutai Timur,0.65
Index Keparahan Kemiskinan,2016,Berau,0.23
Index Keparahan Kemiskinan,2016,Penajam Paser Utara,0.22
Index Keparahan Kemiskinan,2016,Mahakam Hulu,0.96
Index Keparahan Kemiskinan,2016,Kota Balikpapan,0.05
Index Keparahan Kemiskinan,2016,Kota Samarinda,0.21
Index Keparahan Kemiskinan,2016,Kota Bontang,0.2
Index Keparahan Kemiskinan,2016,KALIMANTAN UTARA,0.17
Index Keparahan Kemiskinan,2016,Malinau,0.12
Index Keparahan Kemiskinan,2016,Bulungan,0.28
Index Keparahan Kemiskinan,2016,Tana Tidung,0.09
Index Keparahan Kemiskinan,2016,Nunukan,0.16
Index Keparahan Kemiskinan,2016,Kota Tarakan,0.14
Index Keparahan Kemiskinan,2016,SULAWESI UTARA,0.46
Index Keparahan Kemiskinan,2016,Bolaang Mongondow,0.51
Index Keparahan Kemiskinan,2016,Minahasa,0.4
Index Keparahan Kemiskinan,2016,Kepulauan Sangihe,0.57
Index Keparahan Kemiskinan,2016,Kepulauan Talaud,0.51
Index Keparahan Kemiskinan,2016,Minahasa Selatan,0.57
Index Keparahan Kemiskinan,2016,Minahasa Utara,0.45
Index Keparahan Kemiskinan,2016,Bolaang Mongondow Utara,0.72
Index Keparahan Kemiskinan,2016,Siau Tagulandang Biaro,0.31
Index Keparahan Kemiskinan,2016,Minahasa Tenggara,0.8
Index Keparahan Kemiskinan,2016,Bolaang Mongondow Selatan,1.07
Index Keparahan Kemiskinan,2016,Bolaang Mongondow Timur,0.27
Index Keparahan Kemiskinan,2016,Kota Manado,0.13
Index Keparahan Kemiskinan,2016,Kota Bitung,0.13
Index Keparahan Kemiskinan,2016,Kota Tomohon,0.24
Index Keparahan Kemiskinan,2016,Kota Kotamobagu,0.12
Index Keparahan Kemiskinan,2016,SULAWESI TENGAH,0.73
Index Keparahan Kemiskinan,2016,Banggai Kepulauan,0.45
Index Keparahan Kemiskinan,2016,Banggai,0.3
Index Keparahan Kemiskinan,2016,Morowali,0.79
Index Keparahan Kemiskinan,2016,Poso,1.38
Index Keparahan Kemiskinan,2016,Donggala,0.9
Index Keparahan Kemiskinan,2016,Toli-Toli,0.27
Index Keparahan Kemiskinan,2016,Buol,0.69
Index Keparahan Kemiskinan,2016,Parigi Moutong,0.88
Index Keparahan Kemiskinan,2016,Tojo Una-Una,0.79
Index Keparahan Kemiskinan,2016,Sigi,0.23
Index Keparahan Kemiskinan,2016,Banggai Laut,0.58
Index Keparahan Kemiskinan,2016,Morowali Utara,0.6
Index Keparahan Kemiskinan,2016,Kota Palu,0.32
